index|name|length|gloss|char|word|postag
011818|S004364_P0000_T00|118|吃 货 不是 在 吃 就 是 去 吃|吃 货 不 是 在 吃 ， 就 是 在 去 吃 的 路 上 。|吃货 不是 在 吃 ， 就是 在 去 吃 的 路上 。|v c d v w d p v v u s w
011819|S004364_P0003_T00|114|吃 货 不是 在 吃 就 是 去 吃|吃 货 不 是 在 吃 ， 就 是 在 去 吃 的 路 上 。|吃货 不是 在 吃 ， 就是 在 去 吃 的 路上 。|v c d v w d p v v u s w
011820|S004364_P0008_T00|112|吃 货 不是 在 吃 就 是 去 吃|吃 货 不 是 在 吃 ， 就 是 在 去 吃 的 路 上 。|吃货 不是 在 吃 ， 就是 在 去 吃 的 路上 。|v c d v w d p v v u s w
011821|S004365_P0000_T00|259|我 是 有 原来 吃 货 奇怪 人 给 我 还 要 通过 各种 处理 可以 吃|我 是 个 有 原 则 的 吃 货 ， 奇 怪 的 人 给 我 的 还 得 经 过 处 理 才 吃 嘞 。|我 是 个 有 原则 的 吃货 ， 奇怪 的 人 给 我 的 还 得 经过 处理 才 吃嘞 。|r v q v n u vn w v u n p r u v u p v d l w
011822|S004365_P0003_T00|232|我 是 有 原来 吃 货 奇怪 人 给 我 还 要 通过 各种 处理 可以 吃|我 是 个 有 原 则 的 吃 货 ， 奇 怪 的 人 给 我 的 还 得 经 过 处 理 才 吃 嘞 。|我 是 个 有 原则 的 吃货 ， 奇怪 的 人 给 我 的 还 得 经过 处理 才 吃嘞 。|r v q v n u vn w v u n p r u v u p v d l w
011823|S004365_P0008_T00|298|我 是 有 原来 吃 货 奇怪 人 给 我 还 要 通过 各种 处理 可以 吃|我 是 个 有 原 则 的 吃 货 ， 奇 怪 的 人 给 我 的 还 得 经 过 处 理 才 吃 嘞 。|我 是 个 有 原则 的 吃货 ， 奇怪 的 人 给 我 的 还 得 经过 处理 才 吃嘞 。|r v q v n u vn w v u n p r u v u p v d l w
011824|S004366_P0000_T00|178|我 可以 吃 不 代表 我 是 吃 货 可以 说 我 好 养|我 能 吃 不 代 表 我 是 吃 货 ， 只 能 说 说 明 我 好 养 。|我 能 吃 不 代表 我 是 吃货 ， 只能 说 说明 我 好养 。|r v v d v r v v w v v v r v w
011825|S004366_P0003_T00|176|我 可以 吃 不 代表 我 是 吃 货 可以 说 我 好 养|我 能 吃 不 代 表 我 是 吃 货 ， 只 能 说 说 明 我 好 养 。|我 能 吃 不 代表 我 是 吃货 ， 只能 说 说明 我 好养 。|r v v d v r v v w v v v r v w
011826|S004366_P0008_T00|182|我 可以 吃 不 代表 我 是 吃 货 可以 说 我 好 养|我 能 吃 不 代 表 我 是 吃 货 ， 只 能 说 说 明 我 好 养 。|我 能 吃 不 代表 我 是 吃货 ， 只能 说 说明 我 好养 。|r v v d v r v v w v v v r v w
011827|S004367_P0000_T00|220|吃 货 怎么 吃 货 只 会 想 吃 又 不会 想 战斗 隐蔽 伤害 不好|吃 货 怎 么 了 ， 吃 货 只 会 想 着 吃 ， 不 会 想 着 勾 心 斗 角 ， 不 好 吗 ？|吃货 怎么 了 ， 吃货 只 会 想 着 吃 ， 不 会 想 着 勾心斗角 ， 不 好 吗 ？|v r y w n d v v u v w d v v u n w d a y w
011828|S004367_P0003_T00|216|吃 货 怎么 吃 货 只 会 想 吃 又 不会 想 战斗 隐蔽 伤害 不好|吃 货 怎 么 了 ， 吃 货 只 会 想 着 吃 ， 不 会 想 着 勾 心 斗 角 ， 不 好 吗 ？|吃货 怎么 了 ， 吃货 只 会 想 着 吃 ， 不 会 想 着 勾心斗角 ， 不 好 吗 ？|v r y w n d v v u v w d v v u n w d a y w
011829|S004367_P0008_T00|361|吃 货 怎么 吃 货 只 会 想 吃 又 不会 想 战斗 隐蔽 伤害 不好|吃 货 怎 么 了 ， 吃 货 只 会 想 着 吃 ， 不 会 想 着 勾 心 斗 角 ， 不 好 吗 ？|吃货 怎么 了 ， 吃货 只 会 想 着 吃 ， 不 会 想 着 勾心斗角 ， 不 好 吗 ？|v r y w n d v v u v w d v v u n w d a y w
011830|S004368_P0000_T00|56|好 吃 吃 什么 全部 忘记|吃 着 吃 着 什 么 都 忘 了 。|吃 着 吃 着 什么 都 忘 了 。|v u v u r d v y w
011831|S004368_P0003_T00|82|好 吃 吃 什么 全部 忘记|吃 着 吃 着 什 么 都 忘 了 。|吃 着 吃 着 什么 都 忘 了 。|v u v u r d v y w
011832|S004368_P0008_T00|91|好 吃 吃 什么 全部 忘记|吃 着 吃 着 什 么 都 忘 了 。|吃 着 吃 着 什么 都 忘 了 。|v u v u r d v y w
011833|S004369_P0000_T00|35|胖 肯定 是 吃 货|胖 子 绝 对 吃 货 无 疑 。|胖子 绝对 吃货 无疑 。|n d v vd w
011834|S004369_P0003_T00|54|胖 肯定 是 吃 货|胖 子 绝 对 吃 货 无 疑 。|胖子 绝对 吃货 无疑 。|n d v vd w
011835|S004369_P0008_T00|69|胖 肯定 是 吃 货|胖 子 绝 对 吃 货 无 疑 。|胖子 绝对 吃货 无疑 。|n d v vd w
011836|S004370_P0000_T00|28|你 是 个 吃 货|你 是 个 吃 货 ！|你 是 个 吃货 ！|r v q n w
011837|S004370_P0003_T00|49|你 是 个 吃 货|你 是 个 吃 货 ！|你 是 个 吃货 ！|r v q n w
011838|S004370_P0008_T00|61|你 是 个 吃 货|你 是 个 吃 货 ！|你 是 个 吃货 ！|r v q n w
011839|S004371_P0000_T00|163|没 事情 我 不 嫌弃 我 也 也 也 也 吃 货|没 事 ， 我 不 嫌 弃 ， 我 也 是 个 吃 货 。|没事 ， 我 不 嫌弃 ， 我 也 是 个 吃货 。|l w r d v w r d v q n w
011840|S004371_P0003_T00|182|没 事情 我 不 嫌弃 我 也 也 也 也 吃 货|没 事 ， 我 不 嫌 弃 ， 我 也 是 个 吃 货 。|没事 ， 我 不 嫌弃 ， 我 也 是 个 吃货 。|l w r d v w r d v q n w
011841|S004371_P0008_T00|121|没 事情 我 不 嫌弃 我 也 也 也 也 吃 货|没 事 ， 我 不 嫌 弃 ， 我 也 是 个 吃 货 。|没事 ， 我 不 嫌弃 ， 我 也 是 个 吃货 。|l w r d v w r d v q n w
011842|S004372_P0000_T00|118|嫌弃 干 什么 他 有 这 本领 好|嫌 弃 干 什 么 ， 他 有 这 本 领 。|嫌弃 干什么 ， 他 有 这 本领 。|v v w r v r n w
011843|S004372_P0003_T00|131|嫌弃 干 什么 他 有 这 本领 好|嫌 弃 干 什 么 ， 他 有 这 本 领 。|嫌弃 干什么 ， 他 有 这 本领 。|v v w r v r n w
011844|S004372_P0008_T00|125|嫌弃 干 什么 他 有 这 本领 好|嫌 弃 干 什 么 ， 他 有 这 本 领 。|嫌弃 干什么 ， 他 有 这 本领 。|v v w r v r n w
011845|S004373_P0000_T00|106|因为 是 房子 人 所以 不会 嫌弃 你|因 为 是 家 人 ， 所 以 不 会 嫌 弃 你 。|因为 是 家人 ， 所以 不 会 嫌弃 你 。|c v n w c d v v r w
011846|S004373_P0003_T00|108|因为 是 房子 人 所以 不会 嫌弃 你|因 为 是 家 人 ， 所 以 不 会 嫌 弃 你 。|因为 是 家人 ， 所以 不 会 嫌弃 你 。|c v n w c d v v r w
011847|S004373_P0008_T00|116|因为 是 房子 人 所以 不会 嫌弃 你|因 为 是 家 人 ， 所 以 不 会 嫌 弃 你 。|因为 是 家人 ， 所以 不 会 嫌弃 你 。|c v n w c d v v r w
011848|S004374_P0000_T00|95|你 嫌弃 可以 不 吃 不 说|你 嫌 弃 ， 你 可 以 不 吃 不 说 。|你 嫌弃 ， 你 可以 不 吃 不说 。|r v w r v d v i w
011849|S004374_P0003_T00|104|你 嫌弃 可以 不 吃 不 说|你 嫌 弃 ， 你 可 以 不 吃 不 说 。|你 嫌弃 ， 你 可以 不 吃 不说 。|r v w r v d v i w
011850|S004374_P0008_T00|88|你 嫌弃 可以 不 吃 不 说|你 嫌 弃 ， 你 可 以 不 吃 不 说 。|你 嫌弃 ， 你 可以 不 吃 不说 。|r v w r v d v i w
011851|S004375_P0000_T00|91|人 不 简单 不 嫌弃|哎 呀 ， 这 人 挺 不 容 易 的 ， 别 嫌 弃 了 。|哎呀 ， 这 人 挺 不 容易 的 ， 别 嫌弃 了 。|i w r n d d a u w d v y w
011852|S004375_P0003_T00|82|人 不 简单 不 嫌弃|哎 呀 ， 这 人 挺 不 容 易 的 ， 别 嫌 弃 了 。|哎呀 ， 这 人 挺 不 容易 的 ， 别 嫌弃 了 。|i w r n d d a u w d v y w
011853|S004375_P0008_T00|77|人 不 简单 不 嫌弃|哎 呀 ， 这 人 挺 不 容 易 的 ， 别 嫌 弃 了 。|哎呀 ， 这 人 挺 不 容易 的 ， 别 嫌弃 了 。|i w r n d d a u w d v y w
011854|S004376_P0000_T00|159|我 又 贪 又 笨 但是 请 你 不 嫌弃 我|我 虽 然 又 馋 又 笨 ， 但 请 你 不 要 嫌 弃 我 。|我 虽然 又 馋 又 笨 ， 但 请 你 不要 嫌弃 我 。|r c d v d v w c v r d v r w
011855|S004376_P0003_T00|159|我 又 贪 又 笨 但是 请 你 不 嫌弃 我|我 虽 然 又 馋 又 笨 ， 但 请 你 不 要 嫌 弃 我 。|我 虽然 又 馋 又 笨 ， 但 请 你 不要 嫌弃 我 。|r c d v d v w c v r d v r w
011856|S004376_P0008_T00|152|我 又 贪 又 笨 但是 请 你 不 嫌弃 我|我 虽 然 又 馋 又 笨 ， 但 请 你 不 要 嫌 弃 我 。|我 虽然 又 馋 又 笨 ， 但 请 你 不要 嫌弃 我 。|r c d v d v w c v r d v r w
011857|S004377_P0000_T00|103|我们 不 嫌弃 他们 有 缺少 缺少 缺少 人|我 们 不 要 嫌 弃 他 们 ， 缺 人 呢 。|我们 不要 嫌弃 他们 ， 缺人 呢 。|r d v r w l y w
011858|S004377_P0003_T00|116|我们 不 嫌弃 他们 有 缺少 缺少 缺少 人|我 们 不 要 嫌 弃 他 们 ， 缺 人 呢 。|我们 不要 嫌弃 他们 ， 缺人 呢 。|r d v r w l y w
011859|S004377_P0008_T00|148|我们 不 嫌弃 他们 有 缺少 缺少 缺少 人|我 们 不 要 嫌 弃 他 们 ， 缺 人 呢 。|我们 不要 嫌弃 他们 ， 缺人 呢 。|r d v r w l y w
011860|S004378_P0000_T00|160|这 不 算 礼物 只 想 要 人 亲切 不 嫌弃|这 算 不 上 礼 物 ， 只 想 要 给 个 人 情 ， 不 要 嫌 弃 。|这 算 不 上 礼物 ， 只 想 要 给 个人情 ， 不要 嫌弃 。|r v d v n w d v v v n w d v w
011861|S004378_P0003_T00|156|这 不 算 礼物 只 想 要 人 亲切 不 嫌弃|这 算 不 上 礼 物 ， 只 想 要 给 个 人 情 ， 不 要 嫌 弃 。|这 算 不 上 礼物 ， 只 想 要 给 个人情 ， 不要 嫌弃 。|r v d v n w d v v v n w d v w
011862|S004378_P0008_T00|175|这 不 算 礼物 只 想 要 人 亲切 不 嫌弃|这 算 不 上 礼 物 ， 只 想 要 给 个 人 情 ， 不 要 嫌 弃 。|这 算 不 上 礼物 ， 只 想 要 给 个人情 ， 不要 嫌弃 。|r v d v n w d v v v n w d v w
011863|S004379_P0000_T00|149|生 男 女 做 怎么 可以 嫌弃 自己 爸爸 妈妈|子 女 怎 么 可 以 嫌 弃 自 己 的 父 母 呢 ？|子女 怎么 可以 嫌弃 自己 的 父母 呢 ？|n r v v r u n y w
011864|S004379_P0003_T00|161|生 男 女 做 怎么 可以 嫌弃 自己 爸爸 妈妈|子 女 怎 么 可 以 嫌 弃 自 己 的 父 母 呢 ？|子女 怎么 可以 嫌弃 自己 的 父母 呢 ？|n r v v r u n y w
011865|S004379_P0008_T00|162|生 男 女 做 怎么 可以 嫌弃 自己 爸爸 妈妈|子 女 怎 么 可 以 嫌 弃 自 己 的 父 母 呢 ？|子女 怎么 可以 嫌弃 自己 的 父母 呢 ？|n r v v r u n y w
011866|S004380_P0000_T00|210|老师 你 安 心 只 要 你 不 嫌弃 我 会 一辈子 尊重 你|老 师 您 放 心 ， 只 要 您 不 嫌 弃 ， 我 就 会 一 辈 子 孝 敬 您 。|老师 您 放心 ， 只要 您 不 嫌弃 ， 我 就 会 一辈子 孝敬 您 。|n r v w c r d v w r d v n v r w
011867|S004380_P0003_T00|197|老师 你 安 心 只 要 你 不 嫌弃 我 会 一辈子 尊重 你|老 师 您 放 心 ， 只 要 您 不 嫌 弃 ， 我 就 会 一 辈 子 孝 敬 您 。|老师 您 放心 ， 只要 您 不 嫌弃 ， 我 就 会 一辈子 孝敬 您 。|n r v w c r d v w r d v n v r w
011868|S004380_P0008_T00|225|老师 你 安 心 只 要 你 不 嫌弃 我 会 一辈子 尊重 你|老 师 您 放 心 ， 只 要 您 不 嫌 弃 ， 我 就 会 一 辈 子 孝 敬 您 。|老师 您 放心 ， 只要 您 不 嫌弃 ， 我 就 会 一辈子 孝敬 您 。|n r v w c r d v w r d v n v r w
011869|S004381_P0000_T00|136|他 说 他 没有 嫌弃 我 但是 我 自己 嫌弃|他 说 他 不 嫌 弃 我 ， 可 我 却 嫌 弃 自 己 啊 ！|他 说 他 不 嫌弃 我 ， 可 我 却 嫌弃 自己 啊 ！|r v r d v r w c r d v r y w
011870|S004381_P0003_T00|111|他 说 他 没有 嫌弃 我 但是 我 自己 嫌弃|他 说 他 不 嫌 弃 我 ， 可 我 却 嫌 弃 自 己 啊 ！|他 说 他 不 嫌弃 我 ， 可 我 却 嫌弃 自己 啊 ！|r v r d v r w c r d v r y w
011871|S004381_P0008_T00|156|他 说 他 没有 嫌弃 我 但是 我 自己 嫌弃|他 说 他 不 嫌 弃 我 ， 可 我 却 嫌 弃 自 己 啊 ！|他 说 他 不 嫌弃 我 ， 可 我 却 嫌弃 自己 啊 ！|r v r d v r w c r d v r y w
011872|S004382_P0000_T00|141|不 嫌弃 读书 不好 学生 要 热情 帮助 他们|不 要 嫌 弃 学 习 较 差 的 同 学 ， 要 热 心 帮 助 他 们 。|不要 嫌弃 学习 较 差 的 同学 ， 要 热心 帮助 他们 。|d v v d a u n w v ad v r w
011873|S004382_P0003_T00|117|不 嫌弃 读书 不好 学生 要 热情 帮助 他们|不 要 嫌 弃 学 习 较 差 的 同 学 ， 要 热 心 帮 助 他 们 。|不要 嫌弃 学习 较 差 的 同学 ， 要 热心 帮助 他们 。|d v v d a u n w v ad v r w
011874|S004382_P0008_T00|162|不 嫌弃 读书 不好 学生 要 热情 帮助 他们|不 要 嫌 弃 学 习 较 差 的 同 学 ， 要 热 心 帮 助 他 们 。|不要 嫌弃 学习 较 差 的 同学 ， 要 热心 帮助 他们 。|d v v d a u n w v ad v r w
011875|S004383_P0000_T00|263|如果 你 像 这样子 嫌弃 周围 人 看不起 别 人 这样子 会 让 自己 改变 没有 没 人 喜欢 你|如 果 你 总 是 像 这 样 嫌 弃 周 围 的 人 ， 看 轻 别 人 ， 这 样 会 让 自 己 毫 无 改 善 ， 没 人 会 喜 欢 你 。|如果 你 总是 像 这样 嫌弃 周围 的 人 ， 看轻 别人 ， 这样 会 让 自己 毫无 改善 ， 没 人 会 喜欢 你 。|c r d p r v f u n w v r w r v v r v vn w d n v v r w
011876|S004383_P0003_T00|272|如果 你 像 这样子 嫌弃 周围 人 看不起 别 人 这样子 会 让 自己 改变 没有 没 人 喜欢 你|如 果 你 总 是 像 这 样 嫌 弃 周 围 的 人 ， 看 轻 别 人 ， 这 样 会 让 自 己 毫 无 改 善 ， 没 人 会 喜 欢 你 。|如果 你 总是 像 这样 嫌弃 周围 的 人 ， 看轻 别人 ， 这样 会 让 自己 毫无 改善 ， 没 人 会 喜欢 你 。|c r d p r v f u n w v r w r v v r v vn w d n v v r w
011877|S004383_P0008_T00|358|如果 你 像 这样子 嫌弃 周围 人 看不起 别 人 这样子 会 让 自己 改变 没有 没 人 喜欢 你|如 果 你 总 是 像 这 样 嫌 弃 周 围 的 人 ， 看 轻 别 人 ， 这 样 会 让 自 己 毫 无 改 善 ， 没 人 会 喜 欢 你 。|如果 你 总是 像 这样 嫌弃 周围 的 人 ， 看轻 别人 ， 这样 会 让 自己 毫无 改善 ， 没 人 会 喜欢 你 。|c r d p r v f u n w v r w r v v r v vn w d n v v r w
011878|S004384_P0000_T00|193|你 如果 不 放弃 这 生 不 离开 你 如果 嫌弃 你 死 去|你 若 不 弃 ， 此 生 不 离 ， 你 若 嫌 弃 ， 死 一 边 去 。|你 若 不 弃 ， 此生 不 离 ， 你 若 嫌弃 ， 死 一边 去 。|r v d v w r d v w r c v w v d v w
011879|S004384_P0003_T00|192|你 如果 不 放弃 这 生 不 离开 你 如果 嫌弃 你 死 去|你 若 不 弃 ， 此 生 不 离 ， 你 若 嫌 弃 ， 死 一 边 去 。|你 若 不 弃 ， 此生 不 离 ， 你 若 嫌弃 ， 死 一边 去 。|r v d v w r d v w r c v w v d v w
011880|S004384_P0008_T00|229|你 如果 不 放弃 这 生 不 离开 你 如果 嫌弃 你 死 去|你 若 不 弃 ， 此 生 不 离 ， 你 若 嫌 弃 ， 死 一 边 去 。|你 若 不 弃 ， 此生 不 离 ， 你 若 嫌弃 ， 死 一边 去 。|r v d v w r d v w r c v w v d v w
011881|S004385_P0000_T00|106|大家 不 嫌弃 让 我们 好 感动|大 家 不 嫌 弃 ， 让 我 们 好 感 动 。|大家 不 嫌弃 ， 让 我们 好 感动 。|r d v w v r d v w
011882|S004385_P0003_T00|110|大家 不 嫌弃 让 我们 好 感动|大 家 不 嫌 弃 ， 让 我 们 好 感 动 。|大家 不 嫌弃 ， 让 我们 好 感动 。|r d v w v r d v w
011883|S004385_P0008_T00|153|大家 不 嫌弃 让 我们 好 感动|大 家 不 嫌 弃 ， 让 我 们 好 感 动 。|大家 不 嫌弃 ， 让 我们 好 感动 。|r d v w v r d v w
011884|S004386_P0000_T00|84|多 嫌弃 你 我们 分手|太 嫌 弃 你 了 ， 我 们 分 手 吧 。|太 嫌弃 你 了 ， 我们 分手 吧 。|d v r y w r v y w
011885|S004386_P0003_T00|84|多 嫌弃 你 我们 分手|太 嫌 弃 你 了 ， 我 们 分 手 吧 。|太 嫌弃 你 了 ， 我们 分手 吧 。|d v r y w r v y w
011886|S004386_P0008_T00|92|多 嫌弃 你 我们 分手|太 嫌 弃 你 了 ， 我 们 分 手 吧 。|太 嫌弃 你 了 ， 我们 分手 吧 。|d v r y w r v y w
011887|S004387_P0000_T00|61|这 事情 让 你 委屈|这 件 事 让 你 受 委 屈 了 。|这 件 事 让 你 受 委屈 了 。|r q n v r v vn y w
011888|S004387_P0003_T00|72|这 事情 让 你 委屈|这 件 事 让 你 受 委 屈 了 。|这 件 事 让 你 受 委屈 了 。|r q n v r v vn y w
011889|S004387_P0008_T00|68|这 事情 让 你 委屈|这 件 事 让 你 受 委 屈 了 。|这 件 事 让 你 受 委屈 了 。|r q n v r v vn y w
011890|S004388_P0000_T00|42|哭 哭 接受 什么 委屈|看 你 哭 了 ， 受 了 什 么 委 屈 ？|看 你 哭 了 ， 受 了 什么 委屈 ？|v r v y w v u r vn w
011891|S004388_P0003_T00|72|哭 哭 接受 什么 委屈|看 你 哭 了 ， 受 了 什 么 委 屈 ？|看 你 哭 了 ， 受 了 什么 委屈 ？|v r v y w v u r vn w
011892|S004388_P0008_T00|74|哭 哭 接受 什么 委屈|看 你 哭 了 ， 受 了 什 么 委 屈 ？|看 你 哭 了 ， 受 了 什么 委屈 ？|v r v y w v u r vn w
011893|S004389_P0000_T00|182|心 如果 可以 装 不 满 和 委屈 什么 还 有 什么 痛 和 伤 害|心 若 能 容 下 不 满 与 委 屈 ， 哪 还 有 痛 苦 和 伤 害 。|心若 能 容下 不满 与 委屈 ， 哪 还有 痛苦 和 伤害 。|c v v a c vn w r v a c vn w
011894|S004389_P0003_T00|208|心 如果 可以 装 不 满 和 委屈 什么 还 有 什么 痛 和 伤 害|心 若 能 容 下 不 满 与 委 屈 ， 哪 还 有 痛 苦 和 伤 害 。|心若 能 容下 不满 与 委屈 ， 哪 还有 痛苦 和 伤害 。|c v v a c vn w r v a c vn w
011895|S004389_P0008_T00|255|心 如果 可以 装 不 满 和 委屈 什么 还 有 什么 痛 和 伤 害|心 若 能 容 下 不 满 与 委 屈 ， 哪 还 有 痛 苦 和 伤 害 。|心若 能 容下 不满 与 委屈 ， 哪 还有 痛苦 和 伤害 。|c v v a c vn w r v a c vn w
011896|S004390_P0000_T00|119|我 接受 到 伤害 我 我 心 难过 委屈|我 遭 到 了 一 番 羞 辱 ， 心 里 很 委 屈 。|我 遭到 了 一番 羞辱 ， 心里 很 委屈 。|r v u m n w s d a w
011897|S004390_P0003_T00|111|我 接受 到 伤害 我 我 心 难过 委屈|我 遭 到 了 一 番 羞 辱 ， 心 里 很 委 屈 。|我 遭到 了 一番 羞辱 ， 心里 很 委屈 。|r v u m n w s d a w
011898|S004390_P0008_T00|198|我 接受 到 伤害 我 我 心 难过 委屈|我 遭 到 了 一 番 羞 辱 ， 心 里 很 委 屈 。|我 遭到 了 一番 羞辱 ， 心里 很 委屈 。|r v u m n w s d a w
011899|S004391_P0000_T00|118|被 人 理解 没 我 感觉 多 委屈|不 被 人 理 解 ， 我 觉 得 十 分 委 屈 。|不 被 人 理解 ， 我 觉得 十分 委屈 。|d p n v w r v d a w
011900|S004391_P0003_T00|108|被 人 理解 没 我 感觉 多 委屈|不 被 人 理 解 ， 我 觉 得 十 分 委 屈 。|不 被 人 理解 ， 我 觉得 十分 委屈 。|d p n v w r v d a w
011901|S004391_P0008_T00|188|被 人 理解 没 我 感觉 多 委屈|不 被 人 理 解 ， 我 觉 得 十 分 委 屈 。|不 被 人 理解 ， 我 觉得 十分 委屈 。|d p n v w r v d a w
011902|S004392_P0000_T00|141|1 委屈 狗 有 时间 让 人 心 痛 又 感觉 他 可 爱|一 只 委 屈 的 狗 有 时 使 人 心 疼 ， 又 觉 得 它 可 爱 。|一 只 委屈 的 狗 有时 使 人 心疼 ， 又 觉得 它 可爱 。|m q v u n d v n v w d v r a w
011903|S004392_P0003_T00|146|1 委屈 狗 有 时间 让 人 心 痛 又 感觉 他 可 爱|一 只 委 屈 的 狗 有 时 使 人 心 疼 ， 又 觉 得 它 可 爱 。|一 只 委屈 的 狗 有时 使 人 心疼 ， 又 觉得 它 可爱 。|m q v u n d v n v w d v r a w
011904|S004392_P0008_T00|224|1 委屈 狗 有 时间 让 人 心 痛 又 感觉 他 可 爱|一 只 委 屈 的 狗 有 时 使 人 心 疼 ， 又 觉 得 它 可 爱 。|一 只 委屈 的 狗 有时 使 人 心疼 ， 又 觉得 它 可爱 。|m q v u n d v n v w d v r a w
011905|S004393_P0000_T00|105|愿意 自己 委屈 不喜欢 让 爸爸 妈妈 担心|宁 可 自 己 委 屈 点 ， 也 不 让 父 母 担 心 。|宁可 自己 委屈点 ， 也 不 让 父母 担心 。|c r n w d d v n v w
011906|S004393_P0003_T00|112|愿意 自己 委屈 不喜欢 让 爸爸 妈妈 担心|宁 可 自 己 委 屈 点 ， 也 不 让 父 母 担 心 。|宁可 自己 委屈点 ， 也 不 让 父母 担心 。|c r n w d d v n v w
011907|S004393_P0008_T00|150|愿意 自己 委屈 不喜欢 让 爸爸 妈妈 担心|宁 可 自 己 委 屈 点 ， 也 不 让 父 母 担 心 。|宁可 自己 委屈点 ， 也 不 让 父母 担心 。|c r n w d d v n v w
011908|S004394_P0000_T00|100|接受 学生 们 不好 我 感觉 多 委屈|受 到 同 学 们 的 埋 怨 ， 我 感 到 十 分 委 屈 。|受到 同学们 的 埋怨 ， 我 感到 十分 委屈 。|v n u vn w r v d a w
011909|S004394_P0003_T00|119|接受 学生 们 不好 我 感觉 多 委屈|受 到 同 学 们 的 埋 怨 ， 我 感 到 十 分 委 屈 。|受到 同学们 的 埋怨 ， 我 感到 十分 委屈 。|v n u vn w r v d a w
011910|S004394_P0008_T00|145|接受 学生 们 不好 我 感觉 多 委屈|受 到 同 学 们 的 埋 怨 ， 我 感 到 十 分 委 屈 。|受到 同学们 的 埋怨 ， 我 感到 十分 委屈 。|v n u vn w r v d a w
011911|S004395_P0000_T00|143|你 晚上 去 玩 电 动 接受 批评 你 委屈|你 晚 上 出 去 玩 电 子 游 戏 ， 受 到 责 备 ， 委 屈 吗 ？|你 晚上 出去 玩 电子 游戏 ， 受到 责备 ， 委屈 吗 ？|r t v v n n w v vn w v y w
011912|S004395_P0003_T00|199|你 晚上 去 玩 电 动 接受 批评 你 委屈|你 晚 上 出 去 玩 电 子 游 戏 ， 受 到 责 备 ， 委 屈 吗 ？|你 晚上 出去 玩 电子 游戏 ， 受到 责备 ， 委屈 吗 ？|r t v v n n w v vn w v y w
011913|S004395_P0008_T00|169|你 晚上 去 玩 电 动 接受 批评 你 委屈|你 晚 上 出 去 玩 电 子 游 戏 ， 受 到 责 备 ， 委 屈 吗 ？|你 晚上 出去 玩 电子 游戏 ， 受到 责备 ， 委屈 吗 ？|r t v v n n w v vn w v y w
011914|S004396_P0000_T00|81|对不起 不好 错误 让 你 委屈|对 不 起 ， 错 怪 你 了 ， 让 你 受 委 屈 了 。|对不起 ， 错怪 你 了 ， 让 你 受 委屈 了 。|v w v r y w v r v vn y w
011915|S004396_P0003_T00|106|对不起 不好 错误 让 你 委屈|对 不 起 ， 错 怪 你 了 ， 让 你 受 委 屈 了 。|对不起 ， 错怪 你 了 ， 让 你 受 委屈 了 。|v w v r y w v r v vn y w
011916|S004396_P0008_T00|142|对不起 不好 错误 让 你 委屈|对 不 起 ， 错 怪 你 了 ， 让 你 受 委 屈 了 。|对不起 ， 错怪 你 了 ， 让 你 受 委屈 了 。|v w v r y w v r v vn y w
011917|S004397_P0000_T00|118|我 记得 恨 因为 我 接受 伤 大 深|我 记 仇 是 因 为 受 伤 太 深 。|我 记仇 是 因为 受伤 太 深 。|r v v c v d a w
011918|S004397_P0003_T00|116|我 记得 恨 因为 我 接受 伤 大 深|我 记 仇 是 因 为 受 伤 太 深 。|我 记仇 是 因为 受伤 太 深 。|r v v c v d a w
011919|S004397_P0008_T00|164|我 记得 恨 因为 我 接受 伤 大 深|我 记 仇 是 因 为 受 伤 太 深 。|我 记仇 是 因为 受伤 太 深 。|r v v c v d a w
011920|S004398_P0000_T00|104|没有 人 喜欢 接触 记仇 人|没 人 喜 欢 接 近 一 个 记 仇 的 人 。|没 人 喜欢 接近 一个 记仇 的 人 。|d n v v m i u n w
011921|S004398_P0003_T00|94|没有 人 喜欢 接触 记仇 人|没 人 喜 欢 接 近 一 个 记 仇 的 人 。|没 人 喜欢 接近 一个 记仇 的 人 。|d n v v m i u n w
011922|S004398_P0008_T00|101|没有 人 喜欢 接触 记仇 人|没 人 喜 欢 接 近 一 个 记 仇 的 人 。|没 人 喜欢 接近 一个 记仇 的 人 。|d n v v m i u n w
011923|S004399_P0000_T00|185|忘记 恨 人 肯定 忘记 谢谢 记得 谢谢 人 肯定 会 记仇|忘 仇 的 人 必 定 忘 恩 ， 记 恩 的 人 必 定 记 仇 。|忘仇 的 人 必定 忘恩 ， 记恩 的 人 必定 记仇 。|i u n d v w v u n d v w
011924|S004399_P0003_T00|195|忘记 恨 人 肯定 忘记 谢谢 记得 谢谢 人 肯定 会 记仇|忘 仇 的 人 必 定 忘 恩 ， 记 恩 的 人 必 定 记 仇 。|忘仇 的 人 必定 忘恩 ， 记恩 的 人 必定 记仇 。|i u n d v w v u n d v w
011925|S004399_P0008_T00|242|忘记 恨 人 肯定 忘记 谢谢 记得 谢谢 人 肯定 会 记仇|忘 仇 的 人 必 定 忘 恩 ， 记 恩 的 人 必 定 记 仇 。|忘仇 的 人 必定 忘恩 ， 记恩 的 人 必定 记仇 。|i u n d v w v u n d v w
